name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,release_year,mood,Year
23,23,Blonde Redhead,http://open.spotify.com/track/4HIwL9ii9CcXpTOTzMq0MP,2007-04-16,43,318800,0.381,0.0189,0.8320000000000001,0.196,0.153,0.166,-5.069,0.0492,120.255,2007,energetic,2007
9 Crimes,9,Damien Rice,http://open.spotify.com/track/5GZEeowhvSieFDiR8fQ2im,2006-11-06,60,217946,0.346,0.913,0.139,7.730000000000001e-05,0.0934,0.116,-15.326,0.0321,136.168,2006,calm,2006
A Boy Brushed Red Living In Black And White,They're Only Chasing Safety,Underoath,http://open.spotify.com/track/47IWLfIKOKhFnz1FUEUIkE,2004-01-01,60,268000,0.419,0.00171,0.932,0.0,0.1369999999999999,0.445,-3.604,0.106,169.88099999999997,2004,energetic,2004
A Burden to Bear,A Burden to Bear,Emmanuelle Rimbaud,http://open.spotify.com/track/67DOFCrkcQaLp5yhzF8Y8N,2020-07-31,27,129410,0.394,0.995,0.0475,0.955,0.105,0.172,-26.432,0.072,71.241,2020,calm,2020
A La Plage,A La Plage,Ron Adelaar,http://open.spotify.com/track/79NmiFAgcXUIVDGfCWDdWF,2020-08-07,29,141888,0.504,0.994,0.0584,0.956,0.115,0.5529999999999999,-20.461,0.0516,134.209,2020,calm,2020
A Place for My Head,Hybrid Theory (Bonus Edition),Linkin Park,http://open.spotify.com/track/5rAxhWcgFng3s570sGO2F8,2000-10-24,68,184640,0.603,0.0144,0.908,0.0,0.6709999999999999,0.457,-5.254,0.184,133.063,2000,energetic,2000
ATTACK,A Beautiful Lie + 30 Seconds To Mars,Thirty Seconds To Mars,http://open.spotify.com/track/6QxTWEvzcJljVZaeTzuHF1,2007-05-15,0,189200,0.331,0.00344,0.8759999999999999,0.0008349999999999999,0.732,0.299,-1.894,0.0603,175.009,2007,energetic,2007
Adagio For Strings,Adagio For Strings,Lucas & Steve,http://open.spotify.com/track/1RvDsjCBDTES3lPiEGNNMY,2018-11-09,55,197189,0.349,0.000877,0.7929999999999999,0.431,0.22,0.0398,-6.747999999999998,0.0677,127.139,2018,energetic,2018
Adrift,Adrift,Cooper Sams,http://open.spotify.com/track/3TNNGjgOQ7O8vwAlvlD9Fg,2018-03-21,53,158117,0.382,0.4970000000000001,0.333,0.918,0.106,0.0486,-15.573,0.0367,84.97399999999998,2018,sad,2018
Afraid of Heights,Afraid of Heights,Billy Talent,http://open.spotify.com/track/0P44AUPRzaIAHNWquN0fGR,2016-07-29,38,225680,0.5429999999999999,0.000168,0.991,1.31e-05,0.374,0.7659999999999999,-2.78,0.0668,150.031,2016,energetic,2016
After The Rain,After The Rain,Comet Blue,http://open.spotify.com/track/2XBc2jWnvPqNO2LebVtLaY,2020-08-03,24,116625,0.456,0.993,0.0337,0.948,0.126,0.3,-26.87,0.0334,97.199,2020,calm,2020
Afterlife,Avenged Sevenfold,Avenged Sevenfold,http://open.spotify.com/track/4QdwsME04RG25KPHcPYoox,2007-10-30,13,351560,0.4920000000000001,0.000444,0.95,6.22e-05,0.22,0.391,-4.195,0.076,110.027,2007,angry,2007
Algo Rhythm,Temporär Musik 1-13,One Sentence. Supervisor,http://open.spotify.com/track/0PqJ7LSknltqqMNqPDClNA,2016-10-28,0,210626,0.402,1.19e-05,0.75,0.959,0.122,0.58,-7.358,0.0293,149.941,2016,energetic,2016
Alive,Alive,Paris Blohm,http://open.spotify.com/track/2rPJcL8gQauA2nBdRyNZZL,2018-11-16,51,180468,0.494,0.00248,0.847,0.0,0.0502,0.148,-3.996,0.0537,129.909,2018,energetic,2018
All Mirrors,All Mirrors,Angel Olsen,http://open.spotify.com/track/4ZQdynvfiayhdoq5lcuCQ1,2019-07-31,1,282026,0.429,0.00299,0.6890000000000001,0.00193,0.152,0.23,-7.38,0.0379,105.04,2019,angry,2019
All in the Suit That You Wear,Thank You,Stone Temple Pilots,http://open.spotify.com/track/17Nk1aji6gd26vabky7fMi,2003-11-10,39,219573,0.429,1.94e-05,0.982,0.0185,0.312,0.583,-2.962,0.0617,122.881,2003,energetic,2003
All of Me,Love In The Future (Expanded Edition),John Legend,http://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a,2013-08-30,85,269560,0.422,0.922,0.264,0.0,0.132,0.331,-7.064,0.0322,119.93,2013,calm,2013
All or Nothing (feat. Axel Ehnström) - Deluxe Mix,Less is More (Deluxe),Lost Frequencies,http://open.spotify.com/track/15bAMg00o4VdWmQrlkbfG3,2017-07-14,22,170458,0.737,0.226,0.816,0.453,0.621,0.5329999999999999,-9.22,0.0411,124.014,2017,energetic,2017
Always,Back Into Your System,Saliva,http://open.spotify.com/track/7kpa6MWRrPaF3b6C0DgioK,2002-11-12,63,231200,0.363,0.0122,0.906,0.0,0.172,0.371,-4.415,0.0615,181.96400000000003,2002,energetic,2002
Ambre,Wintermusik,Nils Frahm,http://open.spotify.com/track/0suQ6B8Bsp0tFuCXx652Az,2009-12-04,0,227639,0.391,0.992,0.0576,0.947,0.117,0.359,-25.585,0.0342,145.569,2009,calm,2009
Anaviosi,Anaviosi,Alexi Musnitsky,http://open.spotify.com/track/4OWZLr2sLv7ueKPHV7JRNP,2020-07-09,38,174244,0.391,0.995,0.0121,0.946,0.0959,0.118,-24.588,0.0852,68.128,2020,calm,2020
Anchor,Anchor,Novo Amor,http://open.spotify.com/track/6x6XKEUcCJGUACD4Xh7KuP,2015-10-23,0,256282,0.486,0.755,0.356,0.861,0.0986,0.111,-13.649,0.0318,117.141,2015,calm,2015
Angel's Song,Angel's Song,Arlo Parks,http://open.spotify.com/track/5hXTMmVXz1Ablgu34BkTz1,2019-11-20,58,197243,0.693,0.894,0.195,0.0325,0.126,0.315,-15.278,0.0446,116.725,2019,calm,2019
Angry Chair,The Essential Alice In Chains,Alice In Chains,http://open.spotify.com/track/6H0wgcQCOuLYqDuNhMW8KL,2006-07-24,22,288400,0.313,0.0642,0.973,1.22e-06,0.0581,0.118,-3.855,0.109,107.3,2006,angry,2006
Anthem,Anthem,EDX,http://open.spotify.com/track/1SSAvErVyid5OXzmtGZKkg,2018-03-30,44,158483,0.664,0.00152,0.86,0.894,0.197,0.249,-4.505,0.0345,121.991,2018,energetic,2018
Anthem of Our Dying Day,Page Avenue (US Non-PA Version),Story Of The Year,http://open.spotify.com/track/4sPJgy0CksvmXp9jC0W4gv,2003-09-16,56,216026,0.388,0.0211,0.8,0.0,0.212,0.357,-6.33,0.0783,194.74400000000003,2003,energetic,2003
As I Sleep (feat. Charlee),As I Sleep (feat. Charlee),Tobtok,http://open.spotify.com/track/72qlZsoVPpyFxVjL6GUuYI,2018-04-13,55,193471,0.6940000000000001,0.0195,0.8240000000000001,0.0426,0.327,0.202,-6.306,0.161,123.014,2018,energetic,2018
Atlavík,Varða,Hugar,http://open.spotify.com/track/6WdO6Ds95sLALCqCOfbDQh,2019-08-23,53,155733,0.535,0.867,0.147,0.797,0.0825,0.238,-25.141,0.0382,126.823,2019,calm,2019
Auburn Sky,Auburn Sky,Toledo Rains,http://open.spotify.com/track/42BtxDRqFTbE6Jb6rd9QOZ,2020-03-10,48,162829,0.265,0.906,0.035,0.89,0.0932,0.0651,-26.502,0.0359,132.972,2020,calm,2020
Awaken,Awaken,William Duhamel,http://open.spotify.com/track/00ZtJgQax06A96l8sMcmlB,2020-01-02,55,129936,0.346,0.929,0.0943,0.918,0.102,0.109,-13.632,0.0362,127.006,2020,calm,2020
Away From Me,Life On Display,Puddle Of Mudd,http://open.spotify.com/track/4wzaTdhmBgpch7IXu3CskA,2003-01-01,0,238466,0.396,0.00061,0.93,0.0,0.168,0.195,-2.939,0.1,154.77700000000004,2003,energetic,2003
Back Where I Belong (feat. Avicii),Back Where I Belong (feat. Avicii),Otto Knows,http://open.spotify.com/track/78W8wiUIlQ2SnWY9TVowKZ,2016-06-03,56,174202,0.4970000000000001,0.0306,0.865,0.0679,0.443,0.595,-3.19,0.0644,125.96,2016,energetic,2016
Back+,Back+,Ton Snijders,http://open.spotify.com/track/6MrVWgw16iHBGRntjRkGQq,2020-04-10,26,198746,0.383,0.993,0.0197,0.944,0.121,0.113,-28.192,0.0528,67.555,2020,calm,2020
Bad Feeling,Bad Feeling,Muzz,http://open.spotify.com/track/1qUaWLUot3Iik95S09cdSZ,2020-03-12,39,157930,0.512,0.351,0.352,0.74,0.106,0.275,-9.093,0.0354,82.943,2020,sad,2020
Bad Kingdom,Gold,May,http://open.spotify.com/track/7vCuaxRIKElwgjSAo5REkw,2018-01-19,57,193220,0.401,0.934,0.199,0.0064,0.112,0.0744,-14.409,0.0355,118.351,2018,calm,2018
Bad Timing,Bad Timing,Arlo Day,http://open.spotify.com/track/2KSCegx6TosQQEgmhJKNQa,2019-04-15,30,254886,0.471,0.6890000000000001,0.289,0.000535,0.0865,0.225,-9.784,0.0258,146.352,2019,calm,2019
Balloon,Balloon,YuMe,http://open.spotify.com/track/6a9DN96EWRc56Lwl5YD7KL,2020-05-01,34,143212,0.408,0.987,0.00518,0.929,0.12,0.0381,-29.142,0.0355,72.291,2020,calm,2020
Bat Country,City of Evil,Avenged Sevenfold,http://open.spotify.com/track/6irNz2hSXvd2QJG0vXyBFR,2005-06-06,39,311813,0.541,0.000248,0.968,8.28e-06,0.423,0.505,-4.129,0.0396,125.04,2005,energetic,2005
Bayybe 07,Bayybe,Bilo 503,http://open.spotify.com/track/08qO8i2K0Hxl0h8PIncyuH,2017-11-17,50,114195,0.44,0.8270000000000001,0.384,0.934,0.156,0.0912,-12.331,0.0453,127.938,2017,calm,2017
Be My Mistake,A Brief Inquiry Into Online Relationships,The 1975,http://open.spotify.com/track/0AG2l0IboWNSwjUkMr2Aq7,2018-11-30,39,256688,0.5720000000000001,0.835,0.155,0.00013700000000000002,0.0906,0.0949,-14.405,0.0344,109.923,2018,calm,2018
Beautiful Night,Burden Brothers EP,Burden Brothers,http://open.spotify.com/track/4zhRVs7eqgdroy5E3kKEs2,2002-08-13,38,259529,0.531,0.000508,0.892,0.024,0.144,0.599,-4.54,0.0582,130.13299999999998,2002,energetic,2002
Beekweide,Beekweide,Job Roggeveen,http://open.spotify.com/track/199PI6mx1IFrDk8ZMtNTyX,2020-07-10,34,219215,0.321,0.984,0.11,0.963,0.115,0.173,-23.63,0.0345,73.914,2020,calm,2020
Better Than Today,Better Than Today,Rhys Lewis,http://open.spotify.com/track/6MLHg35rlksBc5OBcdZvJi,2019-01-04,60,230353,0.387,0.736,0.234,0.0,0.084,0.408,-8.861,0.0373,78.65,2019,calm,2019
Betty,Betty,Wilson Trouvé,http://open.spotify.com/track/0yBM8cOHjb6iiMI2eM8pIc,2020-05-29,32,161750,0.171,0.89,0.185,0.94,0.101,0.264,-19.651,0.0348,142.694,2020,calm,2020
Billinghurst,Damon EP,Jeremy Olander,http://open.spotify.com/track/6B2jQL05apmJlDZtPIxD3R,2017-04-21,0,456585,0.769,0.0305,0.701,0.85,0.0929,0.168,-9.089,0.062,123.011,2017,energetic,2017
Bird,Writing of Blues and Yellows (Deluxe Version),Billie Marten,http://open.spotify.com/track/6DzvC1VHpyTFfLBbAYBa7W,2016-09-23,55,220640,0.235,0.988,0.187,0.00197,0.106,0.118,-12.754,0.0347,85.962,2016,calm,2016
Blame,Blame,Manse,http://open.spotify.com/track/3TSZpRzSEKL1dFfpd1JDoF,2019-06-26,53,180937,0.612,0.619,0.68,0.0,0.0786,0.346,-4.925,0.0346,127.909,2019,angry,2019
Blaster,Blaster,Marc Benjamin,http://open.spotify.com/track/1fMZR4DD2mE0iXginD9fOc,2018-11-23,0,159523,0.667,0.0326,0.857,0.464,0.27,0.301,-4.729,0.0468,125.946,2018,energetic,2018
Bleed American,Bleed American,Jimmy Eat World,http://open.spotify.com/track/61XspFITuKmAlYdQacNCbF,2001-07-17,63,181493,0.438,0.00842,0.938,1.08e-06,0.8059999999999999,0.584,-5.6110000000000015,0.094,160.21200000000005,2001,energetic,2001
Bloodbuzz Ohio,Bloodbuzz Ohio,SOAK,http://open.spotify.com/track/2pfkaHd8arhESSxyJAou6g,2019-11-25,46,279967,0.441,0.715,0.268,1.49e-06,0.11,0.057,-8.173,0.0308,140.07299999999998,2019,calm,2019
Bloom,Bloom,Hilder Sky,http://open.spotify.com/track/5DP6ow4t5Mmfge0fMRhSJD,2019-05-30,52,121069,0.249,0.945,0.129,0.8390000000000001,0.17,0.253,-18.167,0.0324,70.59,2019,calm,2019
Bloom Innocent,Bloom Innocent,Fink,http://open.spotify.com/track/7zNT9GE070fYjnhx6TFWnQ,2019-09-04,20,416353,0.519,0.931,0.236,0.133,0.127,0.283,-18.378,0.0362,80.008,2019,calm,2019
Blow,Blow,Yves V,http://open.spotify.com/track/4nX11Rjdh7AuM8Ezb73m1R,2017-05-15,0,165000,0.603,0.0186,0.902,0.6829999999999999,0.105,0.135,-5.979,0.0494,127.973,2017,energetic,2017
Body Rock,Body Rock,Bingo Players,http://open.spotify.com/track/3wcaYUOKVSEbmmGB43YGqf,2018-11-16,46,158212,0.627,0.00919,0.944,0.0031100000000000004,0.444,0.551,-4.459,0.344,126.078,2018,energetic,2018
Boiler,Chocolate Starfish And The Hot Dog Flavored Water (Explicit Version),Limp Bizkit,http://open.spotify.com/track/5UaOg4eymp98fxKyx6SHmB,2000-01-01,0,420266,0.443,0.00393,0.722,0.0155,0.0373,0.1669999999999999,-6.3260000000000005,0.0865,111.324,2000,angry,2000
Bortom Träden,I Blomstertid,Erik Reno,http://open.spotify.com/track/4CFlaEtdgeu4mFmnUApAyl,2020-06-07,48,260564,0.446,0.8009999999999999,0.0586,0.85,0.0876,0.111,-26.416,0.0416,124.019,2020,calm,2020
Bouquet with Lilies,Bouquet with Lilies,La Acacia,http://open.spotify.com/track/1j45uvYWACNGDZ0jmKSTuP,2019-10-30,56,216607,0.621,0.716,0.345,0.921,0.091,0.113,-12.106,0.0295,117.683,2019,calm,2019
Breathe,Breathe,Hans Voller,http://open.spotify.com/track/5q2hzGmdBeXEWuMOlOMOt2,2019-10-28,29,166194,0.612,0.99,0.037,0.947,0.108,0.103,-18.855,0.0408,113.008,2019,calm,2019
Breathe Me,Colour The Small One,Sia,http://open.spotify.com/track/7jqzZyJJLrpkRFYGpkqSK6,2004-01-01,68,272800,0.552,0.0364,0.643,0.74,0.105,0.212,-7.36,0.0327,120.012,2004,angry,2004
Brimful of Asha - Norman Cook Remix,Why Try Harder - Greatest Hits,Fatboy Slim,http://open.spotify.com/track/5BegkNkGXa6TUobnxy5LFL,2006-06-01,0,238933,0.6629999999999999,0.18,0.957,0.0,0.348,0.937,-2.823,0.0584,125.678,2006,energetic,2006
Bruises,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,http://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG,2019-05-17,84,220492,0.736,0.946,0.308,0.0,0.186,0.361,-7.83,0.0677,111.202,2019,calm,2019
Bye Bye Little House,Bye Bye Little House,Ella van der Woude,http://open.spotify.com/track/7AQKjpzLGVBKvTDyoJ7YVK,2020-01-03,30,202405,0.31,0.985,0.0313,0.94,0.263,0.182,-23.55,0.0325,92.857,2020,calm,2020
Calm Wilderness,Calm Wilderness,Night Sounds,http://open.spotify.com/track/44Co96UhNfnq258r2VybLE,2019-08-22,52,231723,0.186,0.8859999999999999,0.271,0.961,0.141,0.0684,-17.149,0.0449,115.896,2019,calm,2019
Car Underwater,What To Do When You Are Dead,Armor For Sleep,http://open.spotify.com/track/4CilIy3dA3P9Tq2NFqKEOX,2005,52,228706,0.435,0.014,0.774,0.0,0.127,0.448,-5.052,0.0631,147.466,2005,energetic,2005
Children Of Today,Children Of Today,Blasterjaxx,http://open.spotify.com/track/2106G7MY2XnVyqij2bJVGH,2019-04-19,58,169384,0.507,0.00892,0.836,0.000598,0.485,0.333,-4.357,0.038,130.02700000000002,2019,energetic,2019
Chop Suey!,Toxicity,System Of A Down,http://open.spotify.com/track/2DlHlPMa4M17kufBvI2lEN,2001-09-04,79,210240,0.419,0.000278,0.934,0.0015,0.132,0.286,-3.908,0.12,127.288,2001,energetic,2001
City Lights,City Lights,Marlies du Mosch,http://open.spotify.com/track/5OxyHotdy7y789r3UQcHAB,2020-07-03,26,226266,0.341,0.983,0.0582,0.924,0.097,0.0514,-23.103,0.0472,83.05,2020,calm,2020
Clap Your Hands,Clap Your Hands,Sia,http://open.spotify.com/track/18cST7DK31Ab2rTH1POP6A,2010-04-09,44,238466,0.6990000000000001,0.000532,0.87,0.0219,0.359,0.778,-4.925,0.0546,120.033,2010,energetic,2010
Cleansing,Cleansing,Jacco Wynia,http://open.spotify.com/track/6u1ymcw9MTK9mPGy8XdvEb,2020-05-29,36,304217,0.18,0.956,0.0754,0.926,0.11,0.0366,-26.645,0.0346,71.675,2020,calm,2020
Clear Skies,Clear Skies,Dhyana Thomas,http://open.spotify.com/track/7bKMZYXVYzGMvnHiRDCmjy,2019-04-26,51,162085,0.421,0.94,0.136,0.89,0.113,0.0505,-23.521,0.0305,110.036,2019,calm,2019
Coda,Endeavour,Jakob Ahlbom,http://open.spotify.com/track/2TFQPFUqRtgj1auq9b5PlR,2019-10-04,58,180614,0.351,0.93,0.24,0.904,0.101,0.0968,-15.363,0.034,79.919,2019,calm,2019
Cold Arms,Wilder Mind,Mumford & Sons,http://open.spotify.com/track/7kpZ9isu48poYKpaAb0wiR,2015-05-01,0,169906,0.431,0.815,0.144,1.1e-06,0.124,0.0491,-12.07,0.039,137.683,2015,calm,2015
Cold as Stone (feat. Charlotte Lawrence) - Lipless Remix,Cold as Stone (Remixes) (feat. Charlotte Lawrence),Kaskade,http://open.spotify.com/track/6chZg1OMXz9VN3MQCr4cNf,2018-05-04,57,228666,0.619,0.237,0.6629999999999999,0.0,0.111,0.142,-6.937,0.0366,123.93,2018,angry,2018
Colgando,Siesta,Barulinho,http://open.spotify.com/track/2dVvMXDWBY0U7VjCjOjVH9,2020-07-31,36,268800,0.5670000000000001,0.948,0.39,0.966,0.0802,0.133,-13.701,0.0301,99.997,2020,calm,2020
Collapse Into Light,Collapse Into Light,Evin Iris,http://open.spotify.com/track/3jP962JoLAn9p4wCDdx4My,2019-10-18,55,179500,0.305,0.933,0.229,0.904,0.104,0.0562,-18.329,0.0334,121.599,2019,calm,2019
Come Out And Play (Keep ‘Em Separated),Greatest Hits,The Offspring,http://open.spotify.com/track/0Yb5Kfpf3boElZNa61wPdJ,2005-06-21,68,197800,0.476,0.0535,0.856,6.75e-06,0.0846,0.847,-3.764,0.161,158.671,2005,energetic,2005
Coming Home,Coming Home,Zoe Connelly,http://open.spotify.com/track/30ACOtgBj1PqZs1erzFZkU,2019-12-11,51,172818,0.198,0.8540000000000001,0.139,0.856,0.0773,0.106,-18.72,0.031,82.405,2019,calm,2019
Consequences,Camila,Camila Cabello,http://open.spotify.com/track/7sTtHHrD0zDpmzQzH3zegz,2018-01-12,74,178466,0.455,0.889,0.292,0.0,0.106,0.43,-6.792000000000002,0.0563,84.339,2018,calm,2018
Conversation,Conversation,Lucy Rose,http://open.spotify.com/track/4THgqBGsTYJcNcQWCV92AP,2019-01-10,45,229560,0.242,0.901,0.1369999999999999,0.0105,0.1669999999999999,0.0644,-16.332,0.0322,92.454,2019,calm,2019
Count On You - ATFC's C-thru Remix,Count On You (ATFC's C-thru Remix),Autoerotique,http://open.spotify.com/track/7GL2SOvJXs8QVLX0cUADeq,2018-07-16,42,235594,0.825,0.00735,0.925,0.8079999999999999,0.057,0.5670000000000001,-7.502000000000002,0.0463,123.025,2018,energetic,2018
Count That - R3HAB Edit,Count That (R3HAB Edit),Steff da Campo,http://open.spotify.com/track/1J1wnDwBjkFvDVOxNOLVjY,2018-11-09,41,125161,0.6859999999999999,0.0957,0.955,0.00621,0.0809,0.447,-3.665,0.113,123.978,2018,energetic,2018
Courage,Courage,Ian Wong,http://open.spotify.com/track/0gj8zftpww3PXx8xea7Ygn,2020-02-28,34,162083,0.635,0.994,0.0302,0.952,0.107,0.237,-26.234,0.0401,83.22200000000002,2020,calm,2020
